val_loss,epoch,step,train_loss,train_accuracy,train_f1score,test_loss
0.25605738162994385,0,781,,,,
,0,781,0.44025737047195435,0.8854000568389893,0.8854000568389893,
0.19393372535705566,1,1563,,,,
,1,1563,0.21879923343658447,0.9375800490379333,0.9375800490379333,
0.16211101412773132,2,2345,,,,
,2,2345,0.1688736081123352,0.9517800807952881,0.9517800807952881,
0.16211101412773132,3,2346,,,,
,3,2346,,,,0.15513376891613007
