val_loss,epoch,step,train_loss,train_accuracy,train_f1score,test_loss
0.1590549200773239,0,781,,,,
,0,781,0.1469234675168991,0.9574400782585144,0.9574400782585144,
0.14257636666297913,1,1563,,,,
,1,1563,0.12331445515155792,0.9646000862121582,0.9646000862121582,
0.1325910985469818,2,2345,,,,
,2,2345,0.1063186302781105,0.9693600535392761,0.9693600535392761,
0.1325910985469818,3,2346,,,,
,3,2346,,,,0.12556584179401398
