val_loss,epoch,step,train_loss,train_accuracy,train_f1score,test_loss
0.2559455335140228,0,781,,,,
,0,781,0.45548543334007263,0.878480076789856,0.878480076789856,
0.20912215113639832,1,1563,,,,
,1,1563,0.24621468782424927,0.9292600750923157,0.9292600750923157,
0.16620714962482452,2,2345,,,,
,2,2345,0.1959710419178009,0.9433200359344482,0.9433200359344482,
0.15917839109897614,3,2346,,,,
,3,2346,,,,0.17249375581741333
